Class_sum,AWATER20,TRACTCE20,COUNTYFP20,MTFCC20,INTPTLAT20,BLOCKCE20,UACE20,STATEFP20,ALAND20,NAME20,UR20,FUNCSTAT20,INTPTLON20,GEOID20,system:index,UATYPE20
0.0,0,100,13,G5040,54.4040407,1133,,2,11395047,Block 1133,R,S,-164.7316321,20130001001133,001c0000000000003f98,
0.0,0,100,13,G5040,54.861968,1143,,2,15698348,Block 1143,R,S,-163.336823,20130001001143,001c00000000000045fd,
0.0,0,100,13,G5040,54.9267556,1145,,2,925026,Block 1145,R,S,-163.2903111,20130001001145,001c000000000000426b,
0.0,0,100,13,G5040,54.9000491,1155,,2,1100063,Block 1155,R,S,-162.8872473,20130001001155,001c0000000000004cc0,
0.0,0,100,13,G5040,54.8547415,1157,,2,255250,Block 1157,R,S,-163.4114978,20130001001157,001c0000000000004344,
0.0,0,100,13,G5040,54.8514317,1158,,2,47470,Block 1158,R,S,-163.420579,20130001001158,001c0000000000004bec,
0.0,0,100,13,G5040,54.853364,1159,,2,10591,Block 1159,R,S,-163.4164783,20130001001159,001c00000000000049bd,
0.0,0,100,13,G5040,54.8521055,1160,,2,61405,Block 1160,R,S,-163.4177312,20130001001160,001c0000000000003d3b,
0.0,1637955,100,13,G5040,55.1987668,1165,,2,195146,Block 1165,R,S,-162.677448,20130001001165,001c0000000000002fc3,
0.0,0,100,13,G5040,55.2174111,1166,,2,2395234,Block 1166,R,S,-162.720828,20130001001166,001c0000000000005e87,
0.0,0,100,13,G5040,55.2088444,1168,,2,20281,Block 1168,R,S,-162.7201717,20130001001168,001c0000000000005d62,
0.0,0,100,13,G5040,55.2087961,1169,,2,48233,Block 1169,R,S,-162.7224478,20130001001169,001c00000000000044e1,
0.0,0,100,13,G5040,55.2000629,1170,,2,3463919,Block 1170,R,S,-162.7201944,20130001001170,001c0000000000004550,
0.0,0,100,13,G5040,55.2029449,1171,,2,19052,Block 1171,R,S,-162.7179,20130001001171,001c00000000000053dc,
0.0,0,100,13,G5040,55.2064329,1172,,2,32127,Block 1172,R,S,-162.7219799,20130001001172,001c000000000000424f,
0.0,0,100,13,G5040,55.2050481,1173,,2,47855,Block 1173,R,S,-162.718441,20130001001173,001c0000000000004fa2,
0.0,0,100,13,G5040,55.2024836,1174,,2,347868,Block 1174,R,S,-162.7104074,20130001001174,001c0000000000003d21,
0.0,0,100,13,G5040,55.1858629,1175,,2,1238101,Block 1175,R,S,-162.7018295,20130001001175,001c000000000000455b,
0.0,0,100,13,G5040,55.2054224,1177,,2,146171,Block 1177,R,S,-162.7105659,20130001001177,001c0000000000004a64,
0.0,0,100,13,G5040,55.2064463,1178,,2,64386,Block 1178,R,S,-162.7175096,20130001001178,001c0000000000004d63,
0.0,0,100,13,G5040,55.2063465,1179,,2,15114,Block 1179,R,S,-162.7201645,20130001001179,001c00000000000052c3,
0.0,3330044,100,13,G5040,54.2097176,1213,,2,12327465,Block 1213,R,S,-164.8201691,20130001001213,001c00000000000032af,
0.0,0,100,13,G5040,54.1435177,1215,,2,349871,Block 1215,R,S,-164.9174497,20130001001215,001c0000000000004d72,
0.0,10999702,100,13,G5040,54.1003318,1220,,2,91727999,Block 1220,R,S,-165.0589359,20130001001220,001c0000000000003074,
0.0,0,100,13,G5040,54.4313507,1257,,2,119991101,Block 1257,R,S,-162.694813,20130001001257,001c0000000000005f32,
0.0,13610820,100,13,G5040,54.4100686,1282,,2,8185454,Block 1282,R,S,-162.8175027,20130001001282,001c0000000000003671,
0.0,6625538,100,13,G5040,54.3931185,1283,,2,20560901,Block 1283,R,S,-162.4304486,20130001001283,001c0000000000002f38,
0.0,0,100,13,G5040,55.4186336,1289,,2,15093332,Block 1289,R,S,-163.1491271,20130001001289,001c0000000000004237,
0.0,0,100,13,G5040,54.8013975,1292,,2,140225,Block 1292,R,S,-162.7263245,20130001001292,001c0000000000003e82,
0.0,0,100,13,G5040,55.2044026,1293,,2,10974,Block 1293,R,S,-162.7179827,20130001001293,001c000000000000433f,
0.0,354240,100,13,G5040,56.6271725,2003,,2,479801611,Block 2003,R,S,-159.3523296,20130001002003,001c0000000000002c87,
0.0,32422724,100,13,G5040,56.6942824,2004,,2,2508906,Block 2004,R,S,-159.3584401,20130001002004,001c00000000000034f7,
0.0,27546399,100,13,G5040,56.0538121,2012,,2,3245394831,Block 2012,R,S,-160.2333349,20130001002012,001c0000000000002c70,
0.0,0,100,13,G5040,55.5453092,2041,,2,2102162,Block 2041,R,S,-160.3816928,20130001002041,001c0000000000005e16,
0.0,0,100,13,G5040,56.0265427,2047,,2,1817097,Block 2047,R,S,-160.8326273,20130001002047,001c0000000000003e8b,
0.0,0,100,13,G5040,56.0209829,2050,,2,1507800,Block 2050,R,S,-160.9799733,20130001002050,001c0000000000005810,
0.0,37792,100,13,G5040,55.9756741,2053,,2,11742751,Block 2053,R,S,-161.312528,20130001002053,001c00000000000032b5,
0.0,0,100,13,G5040,55.837342,2057,,2,471947082,Block 2057,R,S,-161.6334341,20130001002057,001c00000000000057eb,
0.0,0,100,13,G5040,55.8767984,2059,,2,475635771,Block 2059,R,S,-161.119326,20130001002059,001c0000000000003f58,
0.0,108727303,100,13,G5040,55.9189137,2068,,2,9712047,Block 2068,R,S,-160.842804,20130001002068,001c0000000000002e5d,
0.0,12020691,100,13,G5040,55.5139021,2071,,2,5343162900,Block 2071,R,S,-161.7288604,20130001002071,001c000000000000328d,
0.0,0,100,13,G5040,55.1091312,2072,,2,32625721,Block 2072,R,S,-162.3067713,20130001002072,001c0000000000003c18,
0.0,6554300,100,13,G5040,55.3844205,2075,,2,860308,Block 2075,R,S,-162.4990823,20130001002075,001c0000000000002b07,
0.0,35268,100,13,G5040,55.0912911,2085,,2,6911440,Block 2085,R,S,-162.0418988,20130001002085,001c0000000000002f4c,
0.0,0,100,13,G5040,55.0559277,2101,,2,16873695,Block 2101,R,S,-162.2686406,20130001002101,001c0000000000004fba,
0.0,0,100,13,G5040,55.6031335,2107,,2,119273,Block 2107,R,S,-160.6121015,20130001002107,001c0000000000005a27,
0.0,26793,100,13,G5040,55.517678,2113,,2,1567144,Block 2113,R,S,-161.6560435,20130001002113,001c00000000000034cf,
0.0,0,100,13,G5040,55.3515263,2123,,2,145712,Block 2123,R,S,-161.2522598,20130001002123,001c0000000000003e57,
0.0,0,100,13,G5040,55.8450763,2134,,2,165498467,Block 2134,R,S,-159.6396115,20130001002134,001c0000000000003e63,
0.0,0,100,13,G5040,55.6492074,2136,,2,87394166,Block 2136,R,S,-159.6325957,20130001002136,001c0000000000004f3c,
0.0,61941,100,13,G5040,54.9504126,2152,,2,956718,Block 2152,R,S,-162.4270263,20130001002152,001c0000000000003038,
0.0,424,100,13,G5040,55.0767842,2154,,2,74062196,Block 2154,R,S,-162.4282181,20130001002154,001c00000000000036ba,
0.0,0,100,13,G5040,55.0407612,2155,,2,12470,Block 2155,R,S,-162.3352598,20130001002155,001c0000000000003c52,
0.0,0,100,13,G5040,55.0778981,2156,,2,7052516,Block 2156,R,S,-162.3257001,20130001002156,001c00000000000047dd,
0.0,0,100,13,G5040,55.0604689,2158,,2,276520,Block 2158,R,S,-162.3177311,20130001002158,001c0000000000005edf,
0.0,15406,100,13,G5040,55.076976,2160,,2,5026810,Block 2160,R,S,-162.2890091,20130001002160,001c00000000000035aa,
0.0,0,100,13,G5040,55.0318526,2162,,2,127,Block 2162,R,S,-162.2939434,20130001002162,001c0000000000004c91,
0.0,0,100,13,G5040,55.0305018,2163,,2,1720,Block 2163,R,S,-162.2925386,20130001002163,001c00000000000056cc,
0.0,0,100,13,G5040,55.0435049,2165,,2,1958782,Block 2165,R,S,-162.2950362,20130001002165,001c0000000000005c77,
0.0,0,100,13,G5040,55.0409509,2166,,2,36037,Block 2166,R,S,-162.3002008,20130001002166,001c0000000000004858,
0.0,2587093,100,13,G5040,55.0471453,2167,,2,223,Block 2167,R,S,-162.331524,20130001002167,001c00000000000037e4,
0.0,0,100,13,G5040,55.0454841,2168,,2,2121,Block 2168,R,S,-162.3315267,20130001002168,001c0000000000005de5,
0.0,787521,100,13,G5040,55.0443895,2169,,2,192,Block 2169,R,S,-162.3325602,20130001002169,001c00000000000034e5,
0.0,0,100,13,G5040,55.0600058,2170,,2,15410,Block 2170,R,S,-162.3142834,20130001002170,001c000000000000402a,
0.0,0,100,13,G5040,55.5097092,2173,,2,1951875,Block 2173,R,S,-160.0520076,20130001002173,001c00000000000052a4,
0.0,2245200,100,13,G5040,54.9097444,2176,,2,147930550,Block 2176,R,S,-162.321741,20130001002176,001c0000000000003408,
0.0,83211,100,13,G5040,54.7526743,2179,,2,2371448,Block 2179,R,S,-162.2542445,20130001002179,001c0000000000002aab,
0.0,0,100,13,G5040,55.2662955,2183,,2,65240,Block 2183,R,S,-161.1048681,20130001002183,001c0000000000004208,
0.0,1766367,100,13,G5040,55.1941595,2184,,2,31786972,Block 2184,R,S,-161.3774312,20130001002184,001c0000000000002d18,
0.0,0,100,13,G5040,54.9907761,2185,,2,5974436,Block 2185,R,S,-161.8770792,20130001002185,001c000000000000478c,
0.0,0,100,13,G5040,55.0557167,2187,,2,3387436,Block 2187,R,S,-161.9484405,20130001002187,001c0000000000004cf9,
0.0,35813869,100,13,G5040,55.0850315,2189,,2,121323497,Block 2189,R,S,-161.7017465,20130001002189,001c000000000000315b,
0.0,624768,100,13,G5040,55.2253264,2191,,2,42452627,Block 2191,R,S,-161.6174279,20130001002191,001c000000000000331e,
0.0,259949,100,13,G5040,56.0003046,2197,,2,127855,Block 2197,R,S,-161.171803,20130001002197,001c00000000000038d5,
0.0,0,100,13,G5040,56.0007983,2198,,2,38194,Block 2198,R,S,-161.2044101,20130001002198,001c00000000000047d1,
0.0,0,100,13,G5040,55.1560716,2199,,2,1557,Block 2199,R,S,-161.0994991,20130001002199,001c0000000000005ba7,
0.0,66088,100,13,G5040,55.2786571,3001,,2,510911,Block 3001,R,S,-159.4960885,20130001003001,001c0000000000002d47,
0.0,0,100,13,G5040,55.0804789,3002,,2,1029946,Block 3002,R,S,-159.4768315,20130001003002,001c0000000000005e82,
0.0,0,100,13,G5040,55.1074982,3004,,2,6881328,Block 3004,R,S,-159.7271087,20130001003004,001c000000000000517e,
0.0,0,100,13,G5040,55.1780872,3005,,2,1488852,Block 3005,R,S,-159.6577686,20130001003005,001c0000000000004700,
0.0,437840,100,13,G5040,55.324572,3007,,2,15330465,Block 3007,R,S,-160.0725461,20130001003007,001c000000000000396f,
0.0,0,100,13,G5040,55.308862,3012,,2,66547553,Block 3012,R,S,-160.3739462,20130001003012,001c000000000000522e,
0.0,5180927,100,13,G5040,55.4244718,3017,,2,66706068,Block 3017,R,S,-160.2448084,20130001003017,001c000000000000384a,
0.0,0,100,13,G5040,55.3332808,3029,,2,4670238,Block 3029,R,S,-160.4431618,20130001003029,001c00000000000040b3,
0.0,26407,100,13,G5040,55.3134701,3033,,2,17576632,Block 3033,R,S,-160.4843438,20130001003033,001c000000000000376f,
0.0,0,100,13,G5040,55.3419593,3034,,2,474523,Block 3034,R,S,-160.4910566,20130001003034,001c0000000000005033,
0.0,0,100,13,G5040,55.3505194,3037,,2,537559,Block 3037,R,S,-160.4762658,20130001003037,001c0000000000003c48,
0.0,0,100,13,G5040,55.3492163,3038,,2,2118579,Block 3038,R,S,-160.4843102,20130001003038,001c0000000000005174,
0.0,136075,100,13,G5040,55.2622715,3040,,2,440646236,Block 3040,R,S,-160.7094219,20130001003040,001c0000000000002c7f,
0.0,19838241,100,13,G5040,55.3416011,3047,,2,127956,Block 3047,R,S,-160.6208561,20130001003047,001c00000000000032be,
0.0,62544997,100,13,G5040,55.0952467,3060,,2,293601525,Block 3060,R,S,-160.0272746,20130001003060,001c00000000000029e6,
0.0,0,100,13,G5040,54.9418337,3080,,2,1818760,Block 3080,R,S,-160.0475514,20130001003080,001c00000000000047ca,
0.0,511313,100,13,G5040,55.0317085,3082,,2,5768688,Block 3082,R,S,-159.836766,20130001003082,001c00000000000036cf,
0.0,369827,100,13,G5040,55.0757699,3083,,2,9908205,Block 3083,R,S,-159.7948137,20130001003083,001c00000000000035a2,
0.0,39479302,100,13,G5040,55.1233022,3086,,2,89783680,Block 3086,R,S,-159.5651121,20130001003086,001c0000000000003271,
0.0,18820961,100,13,G5040,55.0047744,3094,,2,58987063,Block 3094,R,S,-159.3997377,20130001003094,001c0000000000003632,
0.0,0,100,13,G5040,55.0582632,3101,,2,2356492,Block 3101,R,S,-159.3088338,20130001003101,001c000000000000592b,
0.0,0,100,13,G5040,55.3354991,3102,,2,5547,Block 3102,R,S,-160.5026975,20130001003102,001c0000000000004712,
0.0,3976990,100,13,G5040,54.9010696,3105,,2,44368632,Block 3105,R,S,-159.2686324,20130001003105,001c00000000000038c5,
0.0,0,100,13,G5040,55.3411383,3106,,2,15107,Block 3106,R,S,-160.4975247,20130001003106,001c0000000000005967,
0.0,0,100,13,G5040,55.342696,3107,,2,17576,Block 3107,R,S,-160.4952634,20130001003107,001c00000000000052c7,
0.0,5020135,100,13,G5040,54.819537,3110,,2,17352393,Block 3110,R,S,-159.7605286,20130001003110,001c0000000000002a0a,
0.0,724383,100,13,G5040,54.7855907,3111,,2,30652009,Block 3111,R,S,-159.5598696,20130001003111,001c0000000000002c12,
0.0,107112112,100,13,G5040,55.4330762,1000,,2,0,Block 1000,R,S,-162.7240941,20130001001000,001c00000000000039d8,
0.0,162527154,100,13,G5040,55.2847523,1001,,2,0,Block 1001,R,S,-163.00979,20130001001001,001c0000000000003984,
0.0,193277259,100,13,G5040,55.3069168,1003,,2,0,Block 1003,R,S,-162.8303988,20130001001003,001c00000000000029ca,
0.0,143581,100,13,G5040,55.3105217,1004,,2,0,Block 1004,R,S,-162.7614328,20130001001004,001c0000000000003430,
0.0,15080048,100,13,G5040,55.2067269,1005,,2,0,Block 1005,R,S,-162.8785193,20130001001005,001c00000000000032fd,
0.0,29769,100,13,G5040,55.2355756,1006,,2,0,Block 1006,R,S,-162.8825345,20130001001006,001c0000000000003b26,
0.0,8273004,100,13,G5040,55.2651661,1007,,2,0,Block 1007,R,S,-162.9084633,20130001001007,001c0000000000003202,
0.0,90162,100,13,G5040,55.2406137,1008,,2,0,Block 1008,R,S,-162.9917482,20130001001008,001c00000000000031fd,
0.0,144706,100,13,G5040,55.1726944,1009,,2,0,Block 1009,R,S,-162.9780903,20130001001009,001c00000000000031dd,
0.0,54930,100,13,G5040,55.2857737,1010,,2,0,Block 1010,R,S,-162.8215303,20130001001010,001c0000000000002a72,
0.0,598468,100,13,G5040,55.2818035,1011,,2,0,Block 1011,R,S,-162.8340353,20130001001011,001c000000000000378c,
0.0,43740,100,13,G5040,55.3459745,1012,,2,0,Block 1012,R,S,-162.6878244,20130001001012,001c0000000000002de2,
0.0,84723,100,13,G5040,55.3514847,1013,,2,0,Block 1013,R,S,-162.6766983,20130001001013,001c0000000000002dd1,
0.0,212983,100,13,G5040,55.2951104,1017,,2,0,Block 1017,R,S,-162.8103844,20130001001017,001c00000000000033d7,
0.0,1648945,100,13,G5040,55.3421838,1018,,2,0,Block 1018,R,S,-162.8717277,20130001001018,001c0000000000002dd9,
0.0,191115,100,13,G5040,55.4021159,1020,,2,0,Block 1020,R,S,-162.6353204,20130001001020,001c000000000000348a,
0.0,50375,100,13,G5040,55.4390104,1021,,2,0,Block 1021,R,S,-162.624497,20130001001021,001c00000000000035dd,
0.0,610757,100,13,G5040,55.288993,1023,,2,0,Block 1023,R,S,-162.7977268,20130001001023,001c0000000000002c86,
0.0,3104178,100,13,G5040,55.284055,1024,,2,0,Block 1024,R,S,-162.5879905,20130001001024,001c0000000000002e6e,
0.0,14648242,100,13,G5040,55.2874904,1025,,2,0,Block 1025,R,S,-162.6380051,20130001001025,001c0000000000002f96,
0.0,2022883,100,13,G5040,55.3017277,1026,,2,0,Block 1026,R,S,-162.7749984,20130001001026,001c00000000000034ab,
0.0,204793,100,13,G5040,55.3028258,1027,,2,0,Block 1027,R,S,-162.6322681,20130001001027,001c00000000000035ae,
0.0,91260,100,13,G5040,55.2748921,1028,,2,0,Block 1028,R,S,-162.6911185,20130001001028,001c00000000000038d4,
0.0,3237117,100,13,G5040,55.2334351,1031,,2,0,Block 1031,R,S,-162.7097654,20130001001031,001c0000000000003b36,
0.0,151875480,100,13,G5040,55.2069485,1032,,2,0,Block 1032,R,S,-162.5868805,20130001001032,001c00000000000035e8,
0.0,3513,100,13,G5040,55.2032946,1033,,2,0,Block 1033,R,S,-162.6899396,20130001001033,001c00000000000029f5,
0.0,8751049,100,13,G5040,55.1611046,1034,,2,0,Block 1034,R,S,-162.6118753,20130001001034,001c00000000000032f4,
0.0,40439,100,13,G5040,55.266984,1035,,2,0,Block 1035,R,S,-162.6929199,20130001001035,001c0000000000003203,
0.0,113916813,100,13,G5040,55.0479278,1036,,2,0,Block 1036,R,S,-162.5347501,20130001001036,001c000000000000321e,
0.0,7227,100,13,G5040,55.1207923,1037,,2,0,Block 1037,R,S,-162.6231537,20130001001037,001c000000000000346c,
0.0,136661,100,13,G5040,55.192139,1039,,2,0,Block 1039,R,S,-162.8604723,20130001001039,001c0000000000003215,
0.0,4698913,100,13,G5040,55.0952737,1040,,2,0,Block 1040,R,S,-163.3176969,20130001001040,001c00000000000030a2,
0.0,2559655,100,13,G5040,55.1768027,1043,,2,0,Block 1043,R,S,-163.069085,20130001001043,001c0000000000002d94,
0.0,1641497,100,13,G5040,54.9208679,1044,,2,0,Block 1044,R,S,-163.2751212,20130001001044,001c0000000000002d7b,
0.0,56247,100,13,G5040,55.1667254,1045,,2,0,Block 1045,R,S,-163.0267448,20130001001045,001c00000000000036a0,
0.0,16814290,100,13,G5040,55.0323292,1046,,2,0,Block 1046,R,S,-162.6397544,20130001001046,001c00000000000033b8,
0.0,702730,100,13,G5040,55.0066243,1047,,2,0,Block 1047,R,S,-162.6517955,20130001001047,001c0000000000002e7e,
0.0,81792,100,13,G5040,55.1646778,1048,,2,0,Block 1048,R,S,-163.0359462,20130001001048,001c0000000000002cf5,
0.0,10196820,100,13,G5040,54.9470247,1049,,2,0,Block 1049,R,S,-163.2705184,20130001001049,001c0000000000002e42,
0.0,180286,100,13,G5040,54.9355451,1050,,2,0,Block 1050,R,S,-163.2968048,20130001001050,001c0000000000002a73,
0.0,27869,100,13,G5040,55.1001745,1051,,2,0,Block 1051,R,S,-162.6247626,20130001001051,001c0000000000002c33,
0.0,71185,100,13,G5040,54.8471231,1052,,2,0,Block 1052,R,S,-163.219672,20130001001052,001c0000000000003114,
0.0,40425,100,13,G5040,55.1797126,1054,,2,0,Block 1054,R,S,-162.9075936,20130001001054,001c000000000000369f,
0.0,5296760,100,13,G5040,55.017926,1056,,2,0,Block 1056,R,S,-162.9328397,20130001001056,001c0000000000002cbf,
0.0,300485,100,13,G5040,55.1684683,1057,,2,0,Block 1057,R,S,-163.0042948,20130001001057,001c00000000000031a6,
0.0,17630067,100,13,G5040,55.1118995,1058,,2,0,Block 1058,R,S,-163.1613148,20130001001058,001c0000000000002b2e,
0.0,22438,100,13,G5040,55.1932002,1059,,2,0,Block 1059,R,S,-162.8635473,20130001001059,001c00000000000036c3,
0.0,108497,100,13,G5040,55.1831035,1060,,2,0,Block 1060,R,S,-162.8629166,20130001001060,001c000000000000381a,
0.0,464714,100,13,G5040,55.0806603,1061,,2,0,Block 1061,R,S,-163.2072343,20130001001061,001c0000000000002dec,
0.0,1626622,100,13,G5040,55.2312536,1062,,2,0,Block 1062,R,S,-163.0126545,20130001001062,001c00000000000033cf,
0.0,406722,100,13,G5040,55.2277404,1063,,2,0,Block 1063,R,S,-163.0033653,20130001001063,001c0000000000003212,
0.0,18421,100,13,G5040,55.1847431,1065,,2,0,Block 1065,R,S,-162.8668793,20130001001065,001c0000000000002e53,
0.0,27890799,100,13,G5040,54.9774113,1066,,2,0,Block 1066,R,S,-162.6554666,20130001001066,001c000000000000348b,
0.0,2065047,100,13,G5040,55.1679286,1067,,2,0,Block 1067,R,S,-162.9461801,20130001001067,001c00000000000037c3,
0.0,224221994,100,13,G5040,54.9120584,1068,,2,0,Block 1068,R,S,-162.8417189,20130001001068,001c0000000000003a51,
0.0,195233472,100,13,G5040,55.0303539,1069,,2,0,Block 1069,R,S,-163.0683663,20130001001069,001c0000000000002c3e,
0.0,1140944,100,13,G5040,54.9600181,1070,,2,0,Block 1070,R,S,-162.6619507,20130001001070,001c00000000000037c2,
0.0,17808418,100,13,G5040,55.1894699,1071,,2,0,Block 1071,R,S,-163.0267895,20130001001071,001c0000000000003770,
0.0,49613,100,13,G5040,55.2170668,1072,,2,0,Block 1072,R,S,-162.8544147,20130001001072,001c0000000000002b8d,
0.0,26264,100,13,G5040,55.2129127,1073,,2,0,Block 1073,R,S,-162.8568915,20130001001073,001c0000000000003204,
0.0,600303,100,13,G5040,54.9511988,1074,,2,0,Block 1074,R,S,-163.0415271,20130001001074,001c00000000000039fd,
0.0,455556,100,13,G5040,55.0615451,1075,,2,0,Block 1075,R,S,-163.222852,20130001001075,001c0000000000002a81,
0.0,1711768,100,13,G5040,55.2612919,1077,,2,0,Block 1077,R,S,-162.8877612,20130001001077,001c000000000000362d,
0.0,256570,100,13,G5040,55.2467322,1078,,2,0,Block 1078,R,S,-162.9025994,20130001001078,001c0000000000002a0b,
0.0,73604,100,13,G5040,55.2388954,1080,,2,0,Block 1080,R,S,-162.880954,20130001001080,001c0000000000002cb4,
0.0,1092666,100,13,G5040,55.2775024,1081,,2,0,Block 1081,R,S,-162.8393303,20130001001081,001c00000000000032c3,
0.0,710459,100,13,G5040,55.2611621,1082,,2,0,Block 1082,R,S,-162.9000673,20130001001082,001c0000000000003727,
0.0,1640012,100,13,G5040,55.240851,1083,,2,0,Block 1083,R,S,-162.8654849,20130001001083,001c0000000000002e86,
0.0,1042361,100,13,G5040,55.2704447,1084,,2,0,Block 1084,R,S,-162.8439378,20130001001084,001c0000000000002e33,
0.0,641433,100,13,G5040,55.2284774,1085,,2,0,Block 1085,R,S,-162.8487525,20130001001085,001c0000000000002b75,
0.0,161928,100,13,G5040,55.2222323,1086,,2,0,Block 1086,R,S,-162.8402347,20130001001086,001c0000000000002e34,
0.0,50384,100,13,G5040,55.2715173,1087,,2,0,Block 1087,R,S,-162.862019,20130001001087,001c000000000000325f,
0.0,240124,100,13,G5040,55.2731234,1088,,2,0,Block 1088,R,S,-162.8725049,20130001001088,001c0000000000003023,
0.0,66735,100,13,G5040,55.2710039,1089,,2,0,Block 1089,R,S,-162.875543,20130001001089,001c000000000000325e,
0.0,283447,100,13,G5040,55.2377904,1090,,2,0,Block 1090,R,S,-162.8957222,20130001001090,001c0000000000003846,
0.0,2397,100,13,G5040,55.2365561,1092,,2,0,Block 1092,R,S,-162.9198947,20130001001092,001c0000000000002aaf,
0.0,226758153,100,13,G5040,55.1199757,1093,,2,0,Block 1093,R,S,-163.4082313,20130001001093,001c0000000000003a88,
0.0,2757825,100,13,G5040,55.0589744,1094,,2,0,Block 1094,R,S,-163.4743957,20130001001094,001c00000000000036a9,
0.0,11872,100,13,G5040,55.0458778,1095,,2,0,Block 1095,R,S,-163.6276683,20130001001095,001c00000000000036b6,
0.0,503324,100,13,G5040,55.0878877,1096,,2,0,Block 1096,R,S,-163.3487504,20130001001096,001c00000000000031d0,
0.0,515305,100,13,G5040,55.0265892,1098,,2,0,Block 1098,R,S,-162.9602461,20130001001098,001c0000000000003687,
0.0,66824,100,13,G5040,55.07892,1099,,2,0,Block 1099,R,S,-163.1944336,20130001001099,001c0000000000003459,
0.0,18360263,100,13,G5040,54.8117131,1100,,2,0,Block 1100,R,S,-163.2227581,20130001001100,001c0000000000002a05,
0.0,6172141,100,13,G5040,54.9025676,1102,,2,0,Block 1102,R,S,-164.2541668,20130001001102,001c000000000000342c,
0.0,923064,100,13,G5040,55.0395927,1103,,2,0,Block 1103,R,S,-163.5320129,20130001001103,001c0000000000003237,
0.0,189342317,100,13,G5040,54.5991299,1104,,2,0,Block 1104,R,S,-163.883871,20130001001104,001c0000000000002b2c,
0.0,7604715,100,13,G5040,55.0366377,1105,,2,0,Block 1105,R,S,-163.615159,20130001001105,001c0000000000002cc0,
0.0,20723364,100,13,G5040,54.6774334,1107,,2,0,Block 1107,R,S,-163.3038047,20130001001107,001c0000000000003118,
0.0,53887088,100,13,G5040,54.7073437,1109,,2,0,Block 1109,R,S,-163.365593,20130001001109,001c0000000000002cbe,
0.0,2479119,100,13,G5040,54.7030124,1110,,2,0,Block 1110,R,S,-163.2634206,20130001001110,001c0000000000003185,
0.0,206234,100,13,G5040,55.0277746,1111,,2,0,Block 1111,R,S,-163.5437086,20130001001111,001c0000000000002aba,
