Class_71,Class_82,Class_95,Class_41,Class_31,Class_21,Class_43,Class_11,Class_22,Class_sum,Class_23,Class_24,Class_90,AWATER20,TRACTCE20,COUNTYFP20,MTFCC20,INTPTLAT20,BLOCKCE20,UACE20,STATEFP20,ALAND20,NAME20,UR20,FUNCSTAT20,INTPTLON20,GEOID20,system:index,UATYPE20
0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0,804,1,G5040,38.9295688,3016,,11,32290,Block 3016,R,S,-77.0850183,110010008043016,00b300000000000087eb,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0,1004,1,G5040,38.9438016,3016,,11,18222,Block 3016,R,S,-77.0831189,110010010043016,00b3000000000000888b,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0,11100,1,G5040,38.9178496,3016,,11,55475,Block 3016,R,S,-76.9750921,110010111003016,00b300000000000089da,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11100,1,G5040,38.9174636,3017,,11,1013,Block 3017,R,S,-76.9780548,110010111003017,00b300000000000074ac,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,1003,1,G5040,38.944374,3017,,11,15857,Block 3017,R,S,-77.0916133,110010010033017,00b3000000000000753a,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,4100,1,G5040,38.9136897,3017,,11,11063,Block 3017,R,S,-77.0479915,110010041003017,00b300000000000077ec,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7804,1,G5040,38.8904691,3017,,11,4126,Block 3017,R,S,-76.931465,110010078043017,00b3000000000000786c,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1004,1,G5040,38.944778,3017,,11,4358,Block 3017,R,S,-77.0830493,110010010043017,00b30000000000007b3b,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,102,1,G5040,38.9045013,3017,,11,6801,Block 3017,R,S,-77.0619616,110010001023017,00b30000000000007cd1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0,9400,1,G5040,38.9336037,3017,,11,19304,Block 3017,R,S,-76.9711511,110010094003017,00b30000000000007f69,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,804,1,G5040,38.9292315,3017,,11,3100,Block 3017,R,S,-77.083599,110010008043017,00b30000000000008014,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0,10400,1,G5040,38.8460356,3017,,11,26496,Block 3017,R,S,-76.9987851,110010104003017,00b30000000000008102,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,3400,1,G5040,38.913628,3017,,11,11861,Block 3017,R,S,-77.0147901,110010034003017,00b3000000000000832a,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7301,1,G5040,38.8580686,3017,,11,12314,Block 3017,R,S,-77.0115273,110010073013017,00b3000000000000832f,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1600,1,G5040,38.9770095,3017,,11,3651,Block 3017,R,S,-77.0346501,110010016003017,00b30000000000008628,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9505,1,G5040,38.9561321,3017,,11,12819,Block 3017,R,S,-77.0082927,110010095053017,00b3000000000000863a,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9301,1,G5040,38.9263955,3017,,11,16718,Block 3017,R,S,-76.9831015,110010093013017,00b300000000000088c7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9602,1,G5040,38.9002329,3017,,11,5929,Block 3017,R,S,-76.949999,110010096023017,00b30000000000008a11,
0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.3,0.01,1.32,0.0,0.0,0.0,1327421,7301,1,G5040,38.848844,3018,,11,0,Block 3018,R,S,-77.0254391,110010073013018,00b300000000000073c1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042,102,1,G5040,38.9042183,3018,,11,0,Block 3018,R,S,-77.0619679,110010001023018,00b300000000000073ed,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9602,1,G5040,38.8975401,3018,,11,11245,Block 3018,R,S,-76.9497387,110010096023018,00b300000000000074cf,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7804,1,G5040,38.8903015,3018,,11,10062,Block 3018,R,S,-76.9306025,110010078043018,00b3000000000000752f,
0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0,804,1,G5040,38.9289295,3018,,11,66927,Block 3018,R,S,-77.082082,110010008043018,00b30000000000007b04,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0,9400,1,G5040,38.9326303,3018,,11,17945,Block 3018,R,S,-76.9697259,110010094003018,00b30000000000007bb6,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0,1004,1,G5040,38.9441411,3018,,11,27290,Block 3018,R,S,-77.0815749,110010010043018,00b30000000000007d2c,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4100,1,G5040,38.9139404,3018,,11,2741,Block 3018,R,S,-77.0471036,110010041003018,00b30000000000007e2d,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9505,1,G5040,38.9559649,3018,,11,15181,Block 3018,R,S,-77.0068956,110010095053018,00b300000000000083f2,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,11100,1,G5040,38.917278,3018,,11,8324,Block 3018,R,S,-76.974945,110010111003018,00b30000000000008436,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9301,1,G5040,38.9267464,3018,,11,5748,Block 3018,R,S,-76.9816478,110010093013018,00b300000000000085af,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,1003,1,G5040,38.9443738,3018,,11,15651,Block 3018,R,S,-77.0896235,110010010033018,00b300000000000086bb,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.47,0.03,0.0,0.0,475360,7301,1,G5040,38.859996,3019,,11,0,Block 3019,R,S,-77.0130428,110010073013019,00b30000000000007380,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,784,102,1,G5040,38.9033495,3019,,11,14225,Block 3019,R,S,-77.0596257,110010001023019,00b300000000000073f9,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,1003,1,G5040,38.9435625,3019,,11,15216,Block 3019,R,S,-77.0896238,110010010033019,00b300000000000074e8,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,11100,1,G5040,38.9173117,3019,,11,12635,Block 3019,R,S,-76.9691039,110010111003019,00b30000000000007a79,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4100,1,G5040,38.9101482,3019,,11,3919,Block 3019,R,S,-77.0489694,110010041003019,00b300000000000080fe,
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0,1004,1,G5040,38.9419751,3019,,11,110393,Block 3019,R,S,-77.0846055,110010010043019,00b30000000000008166,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0,7804,1,G5040,38.890299,3019,,11,19439,Block 3019,R,S,-76.9290094,110010078043019,00b30000000000008537,
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,804,1,G5040,38.9281682,3019,,11,11409,Block 3019,R,S,-77.0833341,110010008043019,00b300000000000086a8,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9505,1,G5040,38.9553253,3019,,11,12028,Block 3019,R,S,-77.0082664,110010095053019,00b30000000000008961,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0,9400,1,G5040,38.9326313,3019,,11,14850,Block 3019,R,S,-76.9713751,110010094003019,00b300000000000089e3,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.04,0.0,0.0,0,9602,1,G5040,38.8977396,3019,,11,45866,Block 3019,R,S,-76.9488059,110010096023019,00b30000000000008a2d,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9301,1,G5040,38.9256743,3019,,11,1249,Block 3019,R,S,-76.9836264,110010093013019,00b30000000000008a3c,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,0.0,0.0,0,7301,1,G5040,38.8545187,3020,,11,39097,Block 3020,R,S,-77.0087486,110010073013020,00b30000000000007585,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0,9602,1,G5040,38.8962582,3020,,11,19644,Block 3020,R,S,-76.9542203,110010096023020,00b300000000000075c1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0,11100,1,G5040,38.9169768,3020,,11,11465,Block 3020,R,S,-76.9627338,110010111003020,00b300000000000075d5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0,102,1,G5040,38.9046501,3020,,11,22976,Block 3020,R,S,-77.0571329,110010001023020,00b3000000000000763e,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9301,1,G5040,38.9252768,3020,,11,9622,Block 3020,R,S,-76.9848044,110010093013020,00b30000000000007ab7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0,1004,1,G5040,38.9435639,3020,,11,18578,Block 3020,R,S,-77.0849986,110010010043020,00b30000000000007b0c,
0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.02,0.1,0.0,0.0,0.0,0,804,1,G5040,38.9262723,3020,,11,103238,Block 3020,R,S,-77.0839245,110010008043020,00b30000000000007b41,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9400,1,G5040,38.9327211,3020,,11,7476,Block 3020,R,S,-76.9726074,110010094003020,00b30000000000007c98,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9505,1,G5040,38.9559027,3020,,11,3189,Block 3020,R,S,-77.0041429,110010095053020,00b30000000000007e5c,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,1003,1,G5040,38.9435624,3020,,11,15460,Block 3020,R,S,-77.0916149,110010010033020,00b3000000000000800c,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,4100,1,G5040,38.9122464,3020,,11,6801,Block 3020,R,S,-77.0483488,110010041003020,00b30000000000008035,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7804,1,G5040,38.8900168,3020,,11,3095,Block 3020,R,S,-76.9316422,110010078043020,00b300000000000083a7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,102,1,G5040,38.9043208,3021,,11,1583,Block 3021,R,S,-77.0562779,110010001023021,00b300000000000073d2,
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0,1004,1,G5040,38.9421668,3021,,11,51859,Block 3021,R,S,-77.0893545,110010010043021,00b30000000000007599,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9301,1,G5040,38.9255091,3021,,11,3953,Block 3021,R,S,-76.9853522,110010093013021,00b30000000000007bfd,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,9400,1,G5040,38.9318266,3021,,11,8038,Block 3021,R,S,-76.9714908,110010094003021,00b300000000000081be,
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0,804,1,G5040,38.9281106,3021,,11,24091,Block 3021,R,S,-77.0852348,110010008043021,00b3000000000000846a,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0,7301,1,G5040,38.8522147,3021,,11,132478,Block 3021,R,S,-77.010336,110010073013021,00b30000000000008680,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0,11100,1,G5040,38.9170803,3021,,11,25752,Block 3021,R,S,-76.95577,110010111003021,00b30000000000008756,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358,102,1,G5040,38.9049298,3022,,11,1970,Block 3022,R,S,-77.0558271,110010001023022,00b30000000000007429,
0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.03,0.25,0.06,0.0,0.0,0,7301,1,G5040,38.8475201,3022,,11,247514,Block 3022,R,S,-77.017984,110010073013022,00b3000000000000798c,
0.04,0.0,0.0,0.03,0.0,0.13,0.0,0.02,0.01,0.4999999999999999,0.09,0.07,0.11,0,11100,1,G5040,38.9144956,3022,,11,509676,Block 3022,R,S,-76.9548658,110010111003022,00b30000000000007b07,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0,1004,1,G5040,38.9425826,3022,,11,21119,Block 3022,R,S,-77.0914571,110010010043022,00b30000000000007c53,
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,804,1,G5040,38.9282006,3022,,11,15742,Block 3022,R,S,-77.0868222,110010008043022,00b30000000000007de9,
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0,9400,1,G5040,38.9337126,3022,,11,13032,Block 3022,R,S,-76.9673747,110010094003022,00b30000000000008670,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,852,102,1,G5040,38.9033713,3023,,11,15350,Block 3023,R,S,-77.0606321,110010001023023,00b30000000000007439,
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,804,1,G5040,38.9281999,3023,,11,15652,Block 3023,R,S,-77.0880342,110010008043023,00b300000000000077c5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0,7301,1,G5040,38.845921,3023,,11,18482,Block 3023,R,S,-77.017343,110010073013023,00b300000000000079fc,
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,11100,1,G5040,38.9127597,3023,,11,105465,Block 3023,R,S,-76.9582009,110010111003023,00b30000000000007b94,
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0,1004,1,G5040,38.9407418,3023,,11,27306,Block 3023,R,S,-77.087013,110010010043023,00b300000000000085b1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,7301,1,G5040,38.8464088,3024,,11,12693,Block 3024,R,S,-77.0195026,110010073013024,00b300000000000078cd,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,102,1,G5040,38.9037896,3024,,11,11367,Block 3024,R,S,-77.0619809,110010001023024,00b30000000000007c5b,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11100,1,G5040,38.916957,3024,,11,1346,Block 3024,R,S,-76.9640221,110010111003024,00b3000000000000826e,
0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0,804,1,G5040,38.9282289,3024,,11,23993,Block 3024,R,S,-77.0895706,110010008043024,00b3000000000000857c,
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0,1004,1,G5040,38.9412663,3024,,11,24033,Block 3024,R,S,-77.086326,110010010043024,00b300000000000087c9,
0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0,11100,1,G5040,38.9120096,3025,,11,140550,Block 3025,R,S,-76.9614011,110010111003025,00b30000000000007bbb,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7301,1,G5040,38.8446109,3025,,11,8249,Block 3025,R,S,-77.0202749,110010073013025,00b30000000000007f21,
0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0,804,1,G5040,38.9266823,3025,,11,63650,Block 3025,R,S,-77.0880638,110010008043025,00b30000000000008762,
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,1004,1,G5040,38.9402478,3025,,11,14814,Block 3025,R,S,-77.0874444,110010010043025,00b300000000000087e7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0,102,1,G5040,38.9030094,3025,,11,13034,Block 3025,R,S,-77.0619482,110010001023025,00b3000000000000881f,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.06,0.0,0.04,0.0,137,102,1,G5040,38.9019065,3026,,11,59973,Block 3026,R,S,-77.0605703,110010001023026,00b3000000000000743c,
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.05,0.01,0.0,0.0,0,1004,1,G5040,38.9395436,3026,,11,44197,Block 3026,R,S,-77.0870232,110010010043026,00b30000000000007dc4,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7301,1,G5040,38.8454397,3026,,11,4712,Block 3026,R,S,-77.0205588,110010073013026,00b30000000000007feb,
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.05,0.07,0.0,0,11100,1,G5040,38.9158627,3026,,11,146012,Block 3026,R,S,-76.9681653,110010111003026,00b300000000000084c2,
0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0,804,1,G5040,38.9253267,3026,,11,35796,Block 3026,R,S,-77.0880306,110010008043026,00b3000000000000883f,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,102,1,G5040,38.9025006,3027,,11,1085,Block 3027,R,S,-77.0581167,110010001023027,00b300000000000073e6,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0,11100,1,G5040,38.9163145,3027,,11,30043,Block 3027,R,S,-76.9722293,110010111003027,00b30000000000008503,
0.0,0.0,0.0,0.19,0.0,0.09,0.07,0.0,0.03,0.38,0.0,0.0,0.0,0,804,1,G5040,38.9222379,3027,,11,386413,Block 3027,R,S,-77.085909,110010008043027,00b30000000000008745,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7301,1,G5040,38.8435671,3027,,11,8210,Block 3027,R,S,-77.0209769,110010073013027,00b30000000000008a4d,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3113,102,1,G5040,38.9037048,3028,,11,0,Block 3028,R,S,-77.0570078,110010001023028,00b30000000000007371,
0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.21,0.08,0.1,0.0,0,7301,1,G5040,38.847998,3028,,11,202494,Block 3028,R,S,-77.0123609,110010073013028,00b300000000000077e2,
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,804,1,G5040,38.9284943,3028,,11,7326,Block 3028,R,S,-77.0842381,110010008043028,00b300000000000079b9,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11100,1,G5040,38.9164743,3028,,11,2690,Block 3028,R,S,-76.9732037,110010111003028,00b3000000000000830d,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,844,102,1,G5040,38.9033418,3029,,11,14041,Block 3029,R,S,-77.0586022,110010001023029,00b300000000000073d7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.07,0.0,0,11100,1,G5040,38.9161286,3029,,11,85386,Block 3029,R,S,-76.9754145,110010111003029,00b300000000000078eb,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,7301,1,G5040,38.8504693,3029,,11,14256,Block 3029,R,S,-77.0124684,110010073013029,00b30000000000007c39,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,102,1,G5040,38.9025739,3030,,11,2309,Block 3030,R,S,-77.0594893,110010001023030,00b300000000000077b2,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11100,1,G5040,38.9169516,3030,,11,1705,Block 3030,R,S,-76.9780364,110010111003030,00b3000000000000825b,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0,7301,1,G5040,38.8425209,3030,,11,183062,Block 3030,R,S,-77.0181886,110010073013030,00b300000000000088b9,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.0,0.0,0.0,48205,102,1,G5040,38.9006191,3031,,11,0,Block 3031,R,S,-77.0602669,110010001023031,00b300000000000073ca,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11100,1,G5040,38.9171455,3031,,11,3006,Block 3031,R,S,-76.9671318,110010111003031,00b300000000000084ae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7301,1,G5040,38.8435883,3031,,11,11582,Block 3031,R,S,-77.0194192,110010073013031,00b3000000000000897c,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.0,0.0,0.0,93750,102,1,G5040,38.8961719,3032,,11,0,Block 3032,R,S,-77.0573441,110010001023032,00b30000000000007441,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11100,1,G5040,38.9149666,3032,,11,3301,Block 3032,R,S,-76.9743778,110010111003032,00b30000000000007da0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7301,1,G5040,38.8434467,3032,,11,8564,Block 3032,R,S,-77.020475,110010073013032,00b3000000000000889f,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.02,0.3399999999999999,0.06,0.0,0.03,337341,102,1,G5040,38.8999708,3033,,11,0,Block 3033,R,S,-77.067815,110010001023033,00b30000000000007373,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0,7301,1,G5040,38.8452082,3033,,11,12942,Block 3033,R,S,-77.0190868,110010073013033,00b300000000000078f7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.0,0,11100,1,G5040,38.9149148,3033,,11,25011,Block 3033,R,S,-76.9733465,110010111003033,00b30000000000007ee0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7301,1,G5040,38.8443847,3034,,11,11048,Block 3034,R,S,-77.019032,110010073013034,00b3000000000000758e,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.02,0.0,0,11100,1,G5040,38.9143805,3034,,11,47513,Block 3034,R,S,-76.9712256,110010111003034,00b30000000000007fa3,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.36,0.02,0.0,0.17,0,102,1,G5040,38.8964429,3034,,11,357396,Block 3034,R,S,-77.0627124,110010001023034,00b30000000000008367,
0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.01,0.13,0.0,0.0,0.0,3257,11100,1,G5040,38.9131839,3035,,11,123938,Block 3035,R,S,-76.9685361,110010111003035,00b3000000000000744a,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,10360,102,1,G5040,38.8953045,3035,,11,0,Block 3035,R,S,-77.0611388,110010001023035,00b30000000000007455,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7301,1,G5040,38.845175,3035,,11,8243,Block 3035,R,S,-77.0164883,110010073013035,00b30000000000008068,
0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0.12,0.0,0.02,0.0,2751,11100,1,G5040,38.915794,3036,,11,113809,Block 3036,R,S,-76.9630202,110010111003036,00b30000000000007386,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3331,102,1,G5040,38.8918935,3036,,11,0,Block 3036,R,S,-77.0639774,110010001023036,00b300000000000073c6,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,7301,1,G5040,38.8428016,3036,,11,11007,Block 3036,R,S,-77.0196658,110010073013036,00b30000000000007b14,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,102,1,G5040,38.9033529,3037,,11,8941,Block 3037,R,S,-77.0576626,110010001023037,00b3000000000000773d,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0,11100,1,G5040,38.9129718,3037,,11,14627,Block 3037,R,S,-76.9731712,110010111003037,00b300000000000082d8,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.05,0.0,0.0,0,7301,1,G5040,38.8435578,3037,,11,66207,Block 3037,R,S,-77.0150577,110010073013037,00b3000000000000831c,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,11100,1,G5040,38.9129535,3038,,11,12268,Block 3038,R,S,-76.9750306,110010111003038,00b300000000000075a1,
