Class_81,Class_71,Class_82,Class_95,Class_41,Class_52,Class_31,Class_42,Class_21,Class_43,Class_11,Class_22,Class_sum,Class_23,Class_24,Class_90,AWATER20,TRACTCE20,COUNTYFP20,MTFCC20,INTPTLAT20,BLOCKCE20,UACE20,STATEFP20,ALAND20,NAME20,UR20,FUNCSTAT20,INTPTLON20,GEOID20,system:index,UATYPE20
0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0,42900,1,G5040,38.8927606,2054,,10,42563,Block 2054,R,S,-75.4929348,100010429002054,00b40000000000002fe8,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0,42900,1,G5040,38.8938562,2055,,10,32249,Block 2055,R,S,-75.4911137,100010429002055,00b40000000000001022,
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.21,0,42802,1,G5040,38.974574,2055,,10,508901,Block 2055,R,S,-75.5619116,100010428022055,00b40000000000002080,
0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.44,0.0,0.0,0.0,0,43000,1,G5040,38.9065464,2055,,10,458083,Block 2055,R,S,-75.5782165,100010430002055,00b400000000000029bb,
0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.25,0,43100,1,G5040,38.8619374,2055,,10,1672077,Block 2055,R,S,-75.6619089,100010431002055,00b40000000000002caa,
0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0,42100,1,G5040,39.0727874,2055,,10,144864,Block 2055,R,S,-75.5802239,100010421002055,00b40000000000002f5f,
0.0,0.0,0.25,0.0,0.09,0.0,0.0,0.0,0.19,0.0,0.0,0.15,1.14,0.24,0.14,0.08,0,43000,1,G5040,38.9061965,2056,,10,1145013,Block 2056,R,S,-75.5735428,100010430002056,00b400000000000016e2,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.0,0.01,0,42802,1,G5040,38.976904,2056,,10,26758,Block 2056,R,S,-75.5671407,100010428022056,00b400000000000016f9,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,43100,1,G5040,38.86657,2056,,10,7922,Block 2056,R,S,-75.64388,100010431002056,00b400000000000017f2,
0.0,0.0,1.18,0.0,0.14,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0,42900,1,G5040,38.8892469,2056,,10,1347023,Block 2056,R,S,-75.5027764,100010429002056,00b40000000000001abd,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0,42100,1,G5040,39.0718514,2056,,10,34258,Block 2056,R,S,-75.5705911,100010421002056,00b400000000000027ff,
0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0,42900,1,G5040,38.8897994,2057,,10,55229,Block 2057,R,S,-75.5005621,100010429002057,00b400000000000010a9,
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0,42100,1,G5040,39.0727022,2057,,10,55855,Block 2057,R,S,-75.5660082,100010421002057,00b400000000000018c1,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,43100,1,G5040,38.8625737,2057,,10,13605,Block 2057,R,S,-75.6701306,100010431002057,00b40000000000001a34,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,42802,1,G5040,38.9835244,2057,,10,5754,Block 2057,R,S,-75.5672528,100010428022057,00b400000000000021e0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0,43000,1,G5040,38.9157779,2057,,10,62016,Block 2057,R,S,-75.5734552,100010430002057,00b40000000000002b08,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.26,0.03,0.0,0.0,0,43000,1,G5040,38.9194915,2058,,10,264364,Block 2058,R,S,-75.5716525,100010430002058,00b40000000000001b49,
0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.23,0,43100,1,G5040,38.8627367,2058,,10,1242000,Block 2058,R,S,-75.6467067,100010431002058,00b400000000000021ef,
0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0,42900,1,G5040,38.8914854,2058,,10,27827,Block 2058,R,S,-75.5005956,100010429002058,00b4000000000000236d,
0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0,42802,1,G5040,38.9899705,2058,,10,25678,Block 2058,R,S,-75.5680862,100010428022058,00b400000000000029c6,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0,42100,1,G5040,39.0712497,2058,,10,26827,Block 2058,R,S,-75.5737526,100010421002058,00b40000000000002b75,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,42802,1,G5040,39.0014821,2059,,10,19838,Block 2059,R,S,-75.5691931,100010428022059,00b400000000000010da,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,43000,1,G5040,38.9222153,2059,,10,14416,Block 2059,R,S,-75.5705368,100010430002059,00b40000000000001e63,
0.0,0.0,0.29,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.14,0,42900,1,G5040,38.8821768,2059,,10,441611,Block 2059,R,S,-75.5036274,100010429002059,00b400000000000023ad,
0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0,42100,1,G5040,39.0706427,2059,,10,90101,Block 2059,R,S,-75.5783149,100010421002059,00b400000000000024ad,
0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0,43100,1,G5040,38.881624,2059,,10,116853,Block 2059,R,S,-75.6256136,100010431002059,00b40000000000002e08,
0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,1.83,0,43100,1,G5040,38.8703847,2060,,10,2702738,Block 2060,R,S,-75.6123216,100010431002060,00b400000000000017ca,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,42802,1,G5040,39.0064825,2060,,10,13925,Block 2060,R,S,-75.5700622,100010428022060,00b4000000000000222a,
0.0,0.0,0.86,0.0,0.28,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.51,0.0,0.0,0.33,0,42100,1,G5040,39.0622869,2060,,10,1512404,Block 2060,R,S,-75.5753551,100010421002060,00b400000000000025fb,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0,43000,1,G5040,38.9219763,2060,,10,28747,Block 2060,R,S,-75.5723912,100010430002060,00b40000000000002ae7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,43000,1,G5040,38.921081,2061,,10,8137,Block 2061,R,S,-75.5709037,100010430002061,00b40000000000001037,
0.0,0.0,1.68,0.0,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.86,0.02,0.0,0.0,0,42802,1,G5040,38.9938136,2061,,10,1871628,Block 2061,R,S,-75.5732489,100010428022061,00b40000000000001939,
0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0,43100,1,G5040,38.8825607,2061,,10,59376,Block 2061,R,S,-75.6147357,100010431002061,00b40000000000001cea,
0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0,42100,1,G5040,39.0700509,2061,,10,118364,Block 2061,R,S,-75.5709931,100010421002061,00b4000000000000297c,
0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.96,0.0,0.0,0.57,0,43100,1,G5040,38.8474075,2062,,10,1960550,Block 2062,R,S,-75.6836681,100010431002062,00b40000000000001ed6,
0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0,42802,1,G5040,39.0010631,2062,,10,23195,Block 2062,R,S,-75.5694228,100010428022062,00b400000000000020bf,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,43000,1,G5040,38.921701,2062,,10,12523,Block 2062,R,S,-75.5741982,100010430002062,00b40000000000002467,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,42100,1,G5040,39.0709535,2062,,10,14808,Block 2062,R,S,-75.5680742,100010421002062,00b400000000000029de,
0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0,42100,1,G5040,39.0709378,2063,,10,92157,Block 2063,R,S,-75.5661688,100010421002063,00b400000000000014ba,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,43000,1,G5040,38.9203324,2063,,10,6073,Block 2063,R,S,-75.5709856,100010430002063,00b40000000000001a8a,
0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.14,0.07,0.0,0.0,0,42802,1,G5040,39.0062638,2063,,10,148242,Block 2063,R,S,-75.5745905,100010428022063,00b400000000000025bb,
0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0,43100,1,G5040,38.8546411,2063,,10,66919,Block 2063,R,S,-75.6851591,100010431002063,00b40000000000002df4,
0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.01,0,43100,1,G5040,38.8508615,2064,,10,158631,Block 2064,R,S,-75.6891826,100010431002064,00b40000000000000fac,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0,42100,1,G5040,39.0714288,2064,,10,34772,Block 2064,R,S,-75.5622499,100010421002064,00b4000000000000118a,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43000,1,G5040,38.9232908,2064,,10,8730,Block 2064,R,S,-75.5693791,100010430002064,00b40000000000002d79,
0.0,0.0,1.28,0.0,0.09,0.0,0.0,0.01,0.05,0.0,0.0,0.0,1.4300000000000002,0.0,0.0,0.0,0,42802,1,G5040,38.9685259,2064,,10,1436302,Block 2064,R,S,-75.5325611,100010428022064,00b40000000000003016,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,43000,1,G5040,38.9239172,2065,,10,11666,Block 2065,R,S,-75.569514,100010430002065,00b40000000000001682,
0.0,0.0,0.26,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.2,0,43100,1,G5040,38.845212,2065,,10,538450,Block 2065,R,S,-75.6919854,100010431002065,00b40000000000001b1d,
0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0,42802,1,G5040,38.9711784,2065,,10,365156,Block 2065,R,S,-75.5245798,100010428022065,00b40000000000001c6b,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.24,0.0,0.0,0.16,0,42100,1,G5040,39.0701284,2065,,10,239799,Block 2065,R,S,-75.5575428,100010421002065,00b40000000000002759,
0.0,0.0,0.4,0.0,0.29,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.77,0.0,0.0,0.07,0,42802,1,G5040,38.9802377,2066,,10,766734,Block 2066,R,S,-75.5236148,100010428022066,00b4000000000000151b,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0,42100,1,G5040,39.0701423,2066,,10,28413,Block 2066,R,S,-75.5542892,100010421002066,00b4000000000000154f,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,43000,1,G5040,38.9244622,2066,,10,9280,Block 2066,R,S,-75.569546,100010430002066,00b40000000000001e73,
0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.09,0,43100,1,G5040,38.8531639,2066,,10,184913,Block 2066,R,S,-75.6931593,100010431002066,00b40000000000002315,
0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.98,0.0,0.0,0.06,0,42100,1,G5040,39.0618344,2067,,10,981508,Block 2067,R,S,-75.5832782,100010421002067,00b40000000000001c96,
0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0,42802,1,G5040,38.9726665,2067,,10,1023500,Block 2067,R,S,-75.516807,100010428022067,00b40000000000001e7e,
0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,3.64,0.0,0.0,1.85,0,43100,1,G5040,38.8610132,2067,,10,3638662,Block 2067,R,S,-75.7103777,100010431002067,00b40000000000002096,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.0,0.0,0,43000,1,G5040,38.9241263,2067,,10,39181,Block 2067,R,S,-75.5717954,100010430002067,00b40000000000002170,
0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0,42100,1,G5040,39.0705638,2068,,10,44502,Block 2068,R,S,-75.5642875,100010421002068,00b40000000000001046,
0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0,42802,1,G5040,38.9753817,2068,,10,30509,Block 2068,R,S,-75.5118073,100010428022068,00b40000000000001ea2,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.06,0.0,0,43000,1,G5040,38.9242921,2068,,10,90829,Block 2068,R,S,-75.5750398,100010430002068,00b40000000000002332,
0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.27,0,43100,1,G5040,38.8543268,2068,,10,311174,Block 2068,R,S,-75.7152714,100010431002068,00b40000000000002978,
0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.17,0,43100,1,G5040,38.8574653,2069,,10,285346,Block 2069,R,S,-75.7200602,100010431002069,00b400000000000016d5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43000,1,G5040,38.9229594,2069,,10,7683,Block 2069,R,S,-75.5719474,100010430002069,00b40000000000001a27,
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0,42802,1,G5040,38.9577755,2069,,10,46449,Block 2069,R,S,-75.5649333,100010428022069,00b40000000000002945,
0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.14,0,42100,1,G5040,39.0662673,2069,,10,414772,Block 2069,R,S,-75.5588864,100010421002069,00b40000000000002da4,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43000,1,G5040,38.9231164,2070,,10,7744,Block 2070,R,S,-75.5707101,100010430002070,00b400000000000010ca,
0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0,43100,1,G5040,38.8713868,2070,,10,148286,Block 2070,R,S,-75.7103558,100010431002070,00b40000000000001152,
0.0,0.0,4.52,0.0,0.12,0.0,0.0,0.0,0.02,0.07,0.0,0.0,5.039999999999999,0.0,0.0,0.31,0,42802,1,G5040,38.9632057,2070,,10,5044731,Block 2070,R,S,-75.5513377,100010428022070,00b40000000000001338,
0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.01,0,42100,1,G5040,39.065283,2070,,10,144405,Block 2070,R,S,-75.5628859,100010421002070,00b40000000000001bb7,
0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0,42802,1,G5040,38.9854612,2071,,10,72886,Block 2071,R,S,-75.5783191,100010428022071,00b40000000000001154,
0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0,42100,1,G5040,39.0628687,2071,,10,692613,Block 2071,R,S,-75.566471,100010421002071,00b400000000000019e3,
0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.64,0,43100,1,G5040,38.8644812,2071,,10,2139455,Block 2071,R,S,-75.6950587,100010431002071,00b40000000000001cbc,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0,43000,1,G5040,38.9227447,2071,,10,15128,Block 2071,R,S,-75.5755955,100010430002071,00b40000000000002c4f,
0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0,42802,1,G5040,38.9835119,2072,,10,35891,Block 2072,R,S,-75.5663675,100010428022072,00b40000000000000f88,
0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.08,0,43100,1,G5040,38.8724822,2072,,10,220869,Block 2072,R,S,-75.69536,100010431002072,00b4000000000000107b,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43000,1,G5040,38.9226469,2072,,10,5986,Block 2072,R,S,-75.5742177,100010430002072,00b4000000000000144c,
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0,42100,1,G5040,39.0609774,2072,,10,50639,Block 2072,R,S,-75.5699877,100010421002072,00b40000000000002e91,
0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0,42100,1,G5040,39.0564029,2073,,10,218635,Block 2073,R,S,-75.5665756,100010421002073,00b40000000000001e65,
0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.05,0,43100,1,G5040,38.8559712,2073,,10,205521,Block 2073,R,S,-75.6929065,100010431002073,00b40000000000001f6d,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,43000,1,G5040,38.9228046,2073,,10,7733,Block 2073,R,S,-75.5731826,100010430002073,00b40000000000002762,
0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0,42802,1,G5040,38.9822275,2073,,10,24541,Block 2073,R,S,-75.5132846,100010428022073,00b40000000000002808,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43000,1,G5040,38.9230791,2074,,10,9314,Block 2074,R,S,-75.5683203,100010430002074,00b4000000000000195a,
0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.13,0,42100,1,G5040,39.0591587,2074,,10,159453,Block 2074,R,S,-75.5579681,100010421002074,00b40000000000002b10,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,42802,1,G5040,38.9828934,2074,,10,12136,Block 2074,R,S,-75.5136797,100010428022074,00b40000000000002e5b,
0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.12,0,43100,1,G5040,38.8609865,2074,,10,541430,Block 2074,R,S,-75.6195339,100010431002074,00b40000000000002f07,
0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1699999999999999,0.0,0.0,0.02,0,42100,1,G5040,39.0619342,2075,,10,170962,Block 2075,R,S,-75.5586964,100010421002075,00b40000000000001730,
0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.12,0,43100,1,G5040,38.8704138,2075,,10,1749045,Block 2075,R,S,-75.6245777,100010431002075,00b40000000000001a80,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42802,1,G5040,38.9831819,2075,,10,5147,Block 2075,R,S,-75.5149336,100010428022075,00b400000000000023b6,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43000,1,G5040,38.9241378,2075,,10,4850,Block 2075,R,S,-75.5681441,100010430002075,00b40000000000002f90,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0,42802,1,G5040,39.022868,2076,,10,18223,Block 2076,R,S,-75.5605094,100010428022076,00b400000000000010e1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0,43000,1,G5040,38.915945,2076,,10,35224,Block 2076,R,S,-75.5762761,100010430002076,00b40000000000002839,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,43100,1,G5040,38.8634207,2076,,10,7303,Block 2076,R,S,-75.6387826,100010431002076,00b40000000000002b81,
0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0,43000,1,G5040,38.8900148,2077,,10,181843,Block 2077,R,S,-75.5744591,100010430002077,00b4000000000000165e,
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0,43100,1,G5040,38.8506329,2077,,10,159953,Block 2077,R,S,-75.7085513,100010431002077,00b4000000000000170c,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0,42100,1,G5040,39.0725841,2077,,10,13753,Block 2077,R,S,-75.5766147,100010421002077,00b4000000000000216f,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42802,1,G5040,38.9810926,2077,,10,3471,Block 2077,R,S,-75.5156405,100010428022077,00b40000000000002ed6,
0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0,42100,1,G5040,39.054036,2078,,10,240899,Block 2078,R,S,-75.5577842,100010421002078,00b40000000000000f4d,
0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0,43000,1,G5040,38.8941952,2078,,10,148896,Block 2078,R,S,-75.5742761,100010430002078,00b40000000000001734,
0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0,43100,1,G5040,38.8495169,2078,,10,502427,Block 2078,R,S,-75.7180165,100010431002078,00b40000000000001d1b,
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,42802,1,G5040,38.9816825,2078,,10,14502,Block 2078,R,S,-75.5159516,100010428022078,00b400000000000025a7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0,43000,1,G5040,38.9206661,2079,,10,59671,Block 2079,R,S,-75.5760999,100010430002079,00b40000000000001b2b,
0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.16,0,43100,1,G5040,38.853087,2079,,10,289108,Block 2079,R,S,-75.7205077,100010431002079,00b40000000000001db2,
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,42100,1,G5040,39.0847893,2080,,10,200309,Block 2080,R,S,-75.614292,100010421002080,00b40000000000001370,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0,43000,1,G5040,38.9218291,2080,,10,17430,Block 2080,R,S,-75.5756887,100010430002080,00b40000000000002d52,
0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.42,0.0,0.0,2.31,0,43100,1,G5040,38.8400356,2080,,10,3406766,Block 2080,R,S,-75.7084186,100010431002080,00b40000000000002f49,
0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0,43000,1,G5040,38.8837217,2081,,10,49570,Block 2081,R,S,-75.6000141,100010430002081,00b40000000000001141,
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.07,0,43100,1,G5040,38.8485325,2081,,10,273100,Block 2081,R,S,-75.6975538,100010431002081,00b40000000000001c4b,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0,43000,1,G5040,38.9163768,2082,,10,73875,Block 2082,R,S,-75.5710705,100010430002082,00b40000000000002085,
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.14,0,43100,1,G5040,38.8353378,2082,,10,340518,Block 2082,R,S,-75.6912096,100010431002082,00b40000000000002dfe,
0.0,0.0,1.43,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.94,0.0,0.0,0.36,2518,43100,1,G5040,38.84078,2083,,10,1935727,Block 2083,R,S,-75.6764227,100010431002083,00b40000000000000dfa,
